user_name,rating,review,date,restaurant
ChrisW70,50.0,"Wow, awesome burgers.  I told friends it was better than In-N-Out and Shake Shack.  It was so good we had it Sunday dinner and Monday morning breakfast.  So a friend recommended us if we ever in SF we should try Super Duper burger.  It was...More",July 2019,Super Duper Burgers
REBECCA K,50.0,Best fast food burger I’ve ever had. Super fresh using sustainable local ingredients. Makes eating a fast food burger almost guiltless!,July 2019,Super Duper Burgers
mark k,50.0,"What a great way to run something so simple. The food was great, hot, and quick. Liked the way you ordered, and picked up food. Sure it’s just a burger, but was very tasty, and the fries were good. Wish mn would get one, or...More",July 2019,Super Duper Burgers
SCW888,40.0,"This is just a burger joint. Only the burgers here are soooo yummy, so juicy, so nice. Great fries too .... always busy. Yummy milk
shake and you can grab a beer here!! What’s not to like?...",July 2019,Super Duper Burgers
Elena L,40.0,"This is a classic with the locals and comes highly recommended. My friends had burgers, which they said were great, including the vegetarian one. I had a salad and it was delicious.",June 2019,Super Duper Burgers
869VictoriaE,50.0,"Did a quick trip advisor as to the closest restaurant near by our hotel as we wanted something quick. Wow this place was busy. We kind of increased the average age somewhat but as we had our son with us we pushed on in!
It...More",July 2019,Super Duper Burgers
Nidhi_809,50.0,Was looking for some good burger places while in San Francisco. Someone recommended this place and I am glad I went. The burger was juicy and delicious. I had my meal to go and I was happy to see that they have compostable cutlery.,April 2019,Super Duper Burgers
m00lah,50.0,"Read online that Super Duper Burgers are great and better  than its rivals so we just had to try it. Ordered a Super Combo which comes with a Super burger with 2 beef patties and added cheese and bacon, fries and drink and a Mini...More",June 2019,Super Duper Burgers
John T,50.0,"We ate in this restaurant twice over the course of a week.  I can sum up the experience in one word:  Wonderful.  The staff is polite and accommadating.  The food is great....and they had a security guard at the door to ensure......safety.
The cost of...More",June 2019,Super Duper Burgers
Ann V,50.0,"While on vacation and doing some shopping my husband and I wanted some snacks and beer. We passed Super Duper Burgers and did not think they had beer so kept on walking. However, after walking by their sign later we were pleasantly suprised to find...More",May 2019,Super Duper Burgers
HvD75,40.0,"I had the veggie burger, green salad and garlic fries (whoa, quite garlicky :) nice, but skip if you have people over in the near future), most amazing was that it was not overly salty as is only too common. Everything tasted really well. 

As...More",May 2019,Super Duper Burgers
shannenwatts,50.0,Such a good burger and the garlic fries are amazing! Always busy so can be hard to find a table during lunch/dinner times.,May 2019,Super Duper Burgers
Davigeta,40.0,"I had a short break from the convention I was attending, and snuck in to this place for a quick bite. Decor is functional, service is friendly, and the burger and fries were tasty. Overall, a nice experience.More",May 2019,Super Duper Burgers
LindGo,40.0,"Popped in here after a busy day sightseeing. We wanted something quick and easy and this delivered everything we wanted.
Burgers were very tasty (a little bit greasy, but nothing major) fries were also good. Choice of drinks and dips, you can get pickles for...More",May 2019,Super Duper Burgers
beas006,40.0,"Late night food is hit and miss - this place is a hit. Fresh burgers and fries with four different types of beer on tap ($5).

Mini Burgers start at $5.50 and are tasty -  free homemade pickles.

Leave room for the dipped chocolate ice-cream...More",April 2019,Super Duper Burgers
12bucklemyshoes,40.0,"The kids loved the non greasy delicious fries

All the food was an absolute hit, the price point was great for me also!

ingredients were fresh and food delicious!",April 2019,Super Duper Burgers
sheryl w,50.0,These are some very good burgers if you're looking for quick and inexpensive eats. You can get them to go or dine in. This place is definitely a keeper.,April 2019,Super Duper Burgers
173hanyg,50.0,"It is a fast food restaurant, with no drive thru. It is self service, we got the burger sandwich and it was tasty and their garlic fries was good but sort of heavy.",April 2019,Super Duper Burgers
Mirela U,50.0,Enjoyed a delicious burger after a loong flight and walk. Fast and excellent service. And your pickles are heavenly!,March 2019,Super Duper Burgers
justthe5fofus,50.0,"Yes, this is a glorified fast food joint, however the burgers and fries are delicious and better than any of their competitors by far.More",April 2019,Super Duper Burgers
AngelitaE_13,30.0,"I was very disappointed in the vegetarian burger, especially since this place is called Super Duper Burgers.  The burger was not anything to write home about. Even with me having grilled mushrooms, grilled onions, avocados, lettuce and tomatoes.  It was flavorless.  Also the fries would...More",April 2019,Super Duper Burgers
José V,50.0,Tasty sandwich and homemade pickles for free. You can also grab some beer and sit on one of the external tables.,April 2019,Super Duper Burgers
Kaladin T,50.0,"One of the most delicious burgers I’ve ever tasted. The menu is straightforward, service is good, the ingredients taste fresh and the burger was delicious - in particular the cheese and super sauce!",April 2019,Super Duper Burgers
444Scott444,40.0,"2nd time I've tried and this seemed better than the first as nit nearly as greasy.

Tasty burger. 

Fries were pretty good too.

Worth a visit if near by a store.",April 2019,Super Duper Burgers
FlyingDutchman73,40.0,"A fast food place, so do not expect gourmet burgers. All in all fine, although a too bit much of a chain feel, lacking in customer attention. The meat was ok, but served on a greasy tray.",March 2019,Super Duper Burgers
Sparty1023,50.0,We loved our meal at Super Duper Burgers. The food was fresh and made quickly. Loved the pickles too. My daughter loved her organic vanilla shake. Delicious!,March 2019,Super Duper Burgers
jehenson81,50.0,This restaurant appears to be a chain and a competitor to In-N-Out burger. I lucked out that there was no line when I arrived so I could figure out what I wanted. I got a mini with bacon and cheese (lettuce wrapped) and garlic fries....More,March 2019,Super Duper Burgers
T2370CVtomc,40.0,"I've eaten here a number of times, quality and service are both good.  Generally, it's quite busy, so it's pretty impersonal.  Order at the counter, mill around for a few minutes, pick up your order at the counter.  It's a little crowded, trying to shuffle...More",February 2019,Super Duper Burgers
robadobabob,40.0,"Being from the UK I expected the US to nail the burger concept. I found these super combo burgers to be greasy.
Taste was excellent but I expect a little more from my burger joint. If the thing hadn't been wrapped in greaseproof paper it...More",February 2019,Super Duper Burgers
martino887,50.0,"I first visited two years back and was floored by the experience - all of it! Food, service, atmosphere and beer - all excellent. I came back to SFO hoping it was still business and it is and it’s as great today as it was...More",February 2019,Super Duper Burgers
JerrickAng,50.0,The burgers are done very nicely. Juicy meat that you will love it. The garlic fries are great too. Wash it down with their thick milkshakes or even beers,January 2019,Super Duper Burgers
Dar37,50.0,It was a late night snack! I had to fill my craving one evening and just happened upon this place. It was sooo good we went back again. So good I would make it a weekend trip.,September 2018,Super Duper Burgers
bobbyjayjay2,50.0,I can say I'm satisfied. it 3rd time here with my girlfriend. I'm totally burger person. Mostly I like chicken and beef burger. I always recommended for a double beef burger with garlic. the name of the place SUPER DUPER really worthy. And The person...More,November 2018,Super Duper Burgers
Val K,50.0,"Burgers see ever so juicy - probably as enjoyable as SF can conjur up.
Popular so always a bit of a queue so ensure you get a table to eat at before ordering.

As goid a value for money meal as SF has to offer",December 2018,Super Duper Burgers
acshelco1,40.0,Have heard about this place for a while was excited to try it. The burger was cooked perfect. So juicy and good. Loved that they have beer on tap as well. Only negative is the area is sketchy. Homeless guy confronted us and started following...More,December 2018,Super Duper Burgers
Michael L,50.0,One of the best burgers in town! It’s a hometown favorite that has become popular for locals and visitors alike. It’s right in the middle of downtown San Francisco and is the perfect spot for a quick tasty bite while shopping. The dining room is...More,December 2018,Super Duper Burgers
Manjare15,20.0,"Given the raving TA reviews, we went with great expectations. It wasn’t a total disaster, but we did not have the kind of experience that makes one want to go back. We ordered a burger combo, as did the folks behind us in line. However,...More",December 2018,Super Duper Burgers
TsuyoshiToda,40.0,"Succulent meat patties that you can taste it medium rare, patties are unsalted though and the garlic cheese are a bit dry. Freshly made pickles all you can eat is a good idea.",November 2018,Super Duper Burgers
ferriswheel2010,50.0,"Very busy but the line moved quickly. The burgers we're a juicy, tasty mess. Not for the refined diner! We had the cookies and cream milkshake and it was fabulous! A very satisfying burger experience.",November 2018,Super Duper Burgers
timmY4823JW,50.0,"6 guys stopped in for 10 PM burgers with beers or shakes. market street here is dirty and smelly but SDB is clean with friendly people. best thing is that burgers are damn good, so are fries and shakes. I had mini with bacon and...More",November 2018,Super Duper Burgers
glendale215,50.0,"The burgers and fries are so good, all cooked fresh to order.  The salads look very good but have not tried yet. The ice cream cones are also very fresh and good flavor.  They have a spiked shake that sounds interesting, spiked with dry gin!!",November 2018,Super Duper Burgers
75sharank,40.0,At first I was skeptical at how good the burgers would be but was surprised at how well prepared they were. We had the  mini burger with cheese and the super burger with fries and drinks. They were combined in a meal deal which was...More,October 2018,Super Duper Burgers
InLondonTown,50.0,Had some great burgers (including a vegetarian option) to take away from here. Also had the garlic and cheese fries which were delicious. The guy who served me was super friendly.,October 2018,Super Duper Burgers
AsburyJuke63,40.0,"Walked in looking for a good burger. Burger and fries were very tasty. Didn't get five stars for a couple of reasons. Not enough seating and odd tasting ketchup. Not the end of the world, but that is something to note.",October 2018,Super Duper Burgers
cinciw,50.0,The service was fast and workers were very friendly. The burger was really good and the prices were low.,October 2018,Super Duper Burgers
Cecilia C,40.0,Service was fast and friendly! Burger had fresh lettuce and tomato - but marked it a 4 because it didn't have a distinctive tasty sauce that would have given the tomato and lettuce extra depth in flavour!,September 2018,Super Duper Burgers
Lakelady20,40.0,"Juicy burger, with great sauce on a tasty soft roll. Nothing fancy, but very tasty. Add garlic fries and a local beer, all for under $20.",October 2018,Super Duper Burgers
GlenanneTraveller,30.0,"Tasty burger but very strong smell of cleaning fluid (???) which didn't help my appetite.  The burger sauce is almost impossible to remove from human skin.  Seven hours, and multiple handwashes later, it's still there!!!",October 2018,Super Duper Burgers
DaryleDickens,30.0,"This is one of those places that is on many ""must visit"" lists when you are in SF but I found it to be just okay. Burger was bland and fries overcooked. Would not go back.",September 2018,Super Duper Burgers
RTW_Aggie,50.0,Had a Super burger combo -- burger was very good and juicy -- fried were great.  I thought pricing was very good for SF.,September 2018,Super Duper Burgers
TDAuto,50.0,If you are a fan of garlic fries and really good pickles this is the place for you! Not to mention the burgers are outstanding!,September 2018,Super Duper Burgers
Robert N,50.0,"Whenever I go to San Francisco, I always make sure to eat at least once at Super Duper. Great burgers, really tasty fries and the strawberry milkshake is outstanding!",August 2018,Super Duper Burgers
fistfullofgold,40.0,"In town for a short family vacation and we stumbled upon Super Duper burger. The burgers are fantastic and the garlic fries are a must, tasty and fresh. You can’t go wrong if you like burgers.",October 2017,Super Duper Burgers
kieranm384,50.0,"Had a great experience at this restaurant, the grilled chicken sandwich was lovely and the service was just as good. Much better than Nando’s that we are used to having over in England, the best burger I’ve had whilst travelling through USA (up to now)",September 2018,Super Duper Burgers
Marts0424,50.0,"Very nice food, ordered a chicken sandwich with avocado. 100% recommend. The waitress with short blond hair, kinda waivy was super nice as well",September 2018,Super Duper Burgers
paulharhen,40.0,"I was under time pressure, so the name catch my eye. I ordered the veggie burger and at $9.50 it was expensive. When it arrived it tasted lovely but it was small. So not get value for money. The staff were friendly and the ambiance...More",September 2018,Super Duper Burgers
dtr1989,50.0,Decided to try this place based on Tripadvisor reviews and was not disappointed. Staff were friendly and informative. The burgers were juicy and fresh. I opted for the garlic fries which were a nice change. Unlimited refills on soft drinks also. Shop was clean and...More,September 2018,Super Duper Burgers
philb33,40.0,"Burgers are really juicy and succulent. Had the garlic fries with mature cheddar, good but would have loved it if the cheese had melted on the fries. Fries weren’t hot enough. Still good though. Tangerine wheat was just awesome!",September 2018,Super Duper Burgers
bobfinboulder,50.0,"I don’t know if they are girding up Unicorns and rainbows in that kitchen to make up their patties, but these are the best dang burgers in San Francisco and maybe the best I’ve ever had, period.  My GOD they are juicy.  Don’t wear your...More",September 2018,Super Duper Burgers
RoundCat_2000,50.0,"Warning: the garlic fries are delicious, but will make you vampire proof for a good while afterwards. Wait, isn't that a good thing?

Delicious burgers - a tad greasy, but the meat is tender and cooked to perfection. Trust the other reviews here as well...More",August 2018,Super Duper Burgers
435vittoriom,30.0,"The meet is fantastic and there is a very difference from all the others fast food.
The service very quickly 
You can decide yourself the drink with the distributor and all the others source .
Kind people and good for lunch of work and break...More",August 2018,Super Duper Burgers
YYLoong,50.0,This is my husbands favourite burger in the whole world. He went back twice and had to bring me here. We gobbled up everything despite being Super jet lagged. The burgers are delicious and juicy. The milkshake is so good! Thumbs up!,May 2018,Super Duper Burgers
Cirilen_MTL,50.0,"This place was awesome 
A must in San Francisco for sure 
Had the veg burger version and it was good 
The kids loved this place 
And the pickles was great.
So busy but  so worth it 
Have to go back for sure.",August 2018,Super Duper Burgers
Frankview,50.0,I went to this joint multiple times. The double patty burger is delicious as are the garlic fries. The restaurant has got the burger fast food concept just right with only grass fed Beef being sourced from farmers who raise cattle responsibly. Super,August 2018,Super Duper Burgers
dionisios88,40.0,This is a fast food style place with high quality burgers. I had a super burger that was marvelous well cooked and tasty. I strongly recommend this place.,August 2018,Super Duper Burgers
ThomasFrame,50.0,"Probably one of the best fast food burgers I have enjoyed. Right in the middle of the action. Sloppy, greasy heaven!",August 2018,Super Duper Burgers
Tomby1,40.0,"Really enjoyed the burgers here - though I actually preferred my partners chipotle chicken burger to my standard beef.

Served fresh - a little greasy for my liking but definitely tasty.",August 2018,Super Duper Burgers
thisiscliff,50.0,"I'm in town visiting for a few days and I was told to stop by and check this place out. The service was friendly, quick and the prices were reasonable. 2 burgers ( 1 single and 1 double with bacon and cheese) garlic fries and...More",August 2018,Super Duper Burgers
sunshinestatedcs,40.0,We ate lunch at super duper burger today and enjoyed our food! They had a good variety and tastey food. It's worth a stop.,August 2018,Super Duper Burgers
Benoit M,50.0,I was looking for the best burgers in town... look no further with Super Duper Burgers! The selection is amazing with some healthy and fresh ingredients. They taste amazing and the service is pretty fast. Try the garlic fries as a side... delicious.,July 2018,Super Duper Burgers
Seabrook_tim,50.0,"Really good, greasy burger, fresh ingredients. Reasonably priced for San Francisco. Definitely try it.",July 2018,Super Duper Burgers
Mari P,50.0,"As a visitor to the USA, we wanted to find the American burger and had heard about Super Duper as a great place to taste it as well as their milkshakes.
I ordered the mini burger, and was not disappointed. Although named ""mini"", to most...More",July 2018,Super Duper Burgers
Swimmy128,50.0,I love the burgers here. So yummy. I think maybe I like them even better than in n out .  The fries were fine .,May 2018,Super Duper Burgers
AWoods39,50.0,Great food. Great service. All food cooked to order and everything is fresh. I love that I was able to get organic. They make their own pickles and there is no charge for them. They do serve wine and beer to have with you burger....More,July 2018,Super Duper Burgers
jpolganski,40.0,"In town for a convention at the moscone center.... looked for a casual place to grab a quick burger.... great find, definitely recommend!",March 2018,Super Duper Burgers
lori397,50.0,"Very very casual fast food at a very high level. Although there was a line to order when we arrived at 7:30pm Saturday night, it moved quickly and our freshly prepared meal was ready within 10 minutes after ordering. The burgers are delicious and extraordinarily...More",July 2018,Super Duper Burgers
BaileyPugs,50.0,Best burger we’ve had in San Francisco and the garlic cheese fries are heaven! I’ve never had a French fry melt in my mouth until today. I have no idea why their fries are different but they are and so delicious! The staff is also...More,July 2018,Super Duper Burgers
dnurse96,50.0,Went here for fast bite. Service was good.  Burger was huge and delicious.   Must try the five cheese burger 🍔,June 2018,Super Duper Burgers
417sivav,40.0,"Pleasantly surprised by nice ambience and wide space. Service was professional and food was great - had homemade pickles, fresh tasty chicken sandwich and garlic fries. Opt for no cheese on fries if you don’t like greasy fries.",June 2018,Super Duper Burgers
Mayeli H,30.0,"I ate a Super Duper Burger for dinner, and it was okay. The fries were excellent. However, the patties are inconsistently cooked. Mine was well done, and My mothers was still raw/pink. We ordered the exact same burger, so it was surprising. Otherwise, it was...More",June 2018,Super Duper Burgers
JasonCowl,40.0,Found this place while staying in the area so we decided to check it out. It’s a pay up front and grab your food yourself sort of place. The burgers start at about $6 and then it’s a $1.25 to add avacodo or $1.50 to...More,June 2018,Super Duper Burgers
dabears11,50.0,"Fresh, off the griddle burgers on a toasted bun.  What more could you ask for?  Much better than in and out burgers.  Very good fries to go along with the burger, beer and wine and spiked shakes also.  A great quick stop meal.",June 2018,Super Duper Burgers
Davidholiday2017,30.0,Staff helpful. Burger tasted good but very soggy and bottom part of the bun just fell apart.  Fries crisp thin and ok.,May 2018,Super Duper Burgers
JediFox,50.0,"I'm from the east coast where super duper has yet to migrate. When walking in, it appears very much like one of the upscale ""Five Guys"" kind of places springing up all over the country. I ordered the super duper with all toppings plus grilled...More",May 2018,Super Duper Burgers
Larvan,40.0,"This place is like a lot of others, fast-food - but with better ingredients and policies. We enjoyed our burgers and fries, both were tasty. The shop was busy when we visited (Saturday eve) and we had to hustle for a table. Will return.",June 2017,Super Duper Burgers
jcwbesq,50.0,"How can you go wrong in a downtown burger joint with a happy hour? We opted for ‘spiked’ malted shakes & super-duper burger, with garlic fries. If calories are no object, this is your place. Garlic fries are awesome. Burgers are very, very good. Worth...More",May 2018,Super Duper Burgers
Shane F,50.0,"This place is consistent. Consistently great.

It satisfies me every time I step in the door. It is not haute cuisine or aiming for MIchellin starred recognition. It cooks simple fare that your own Mother would struggle to maintain the same levels of quality, service...More",May 2018,Super Duper Burgers
BagmanNZ,50.0,"I've been her before and had the delicious burgers. This time I was walking past at breakfast and decided to try the breakfast combo. 

I ordered an extra egg in my sandwich and changed the coffee to an OJ. The juice was superb - one...More",February 2018,Super Duper Burgers
HoFe11,50.0,"Super Duper Burger, with double beaf and chease were perfect to me. In addition I eat the fries whcih were very good. The three dips were not required..",May 2018,Super Duper Burgers
foodguru010390,50.0,"We got some takeaway burgers here after reading other reviews and they really loved up to expectations. 

The staff were friendly and were really helpful. Very good customer service and this goes a long way when you're on holiday.

The food is delicious and the...More",May 2018,Super Duper Burgers
Lindsey F,40.0,"Stopped in for a quick lunch during a conference and I wasn’t disappointed. I ordered the chicken sandwich with fries and a fresh squeezed lemonade and my taste buds went into a frenzy! All ingredients are organic and handmade. If you’re looking for something quick,...More",April 2018,Super Duper Burgers
marzooqy,50.0,"This was the best ever burger i tried, juicy and tasty beef burger. They also have chicken burger. Highly recommend place for burger lovers.",April 2018,Super Duper Burgers
Jim K,50.0,"Absolutely bursting with flavour burgers. Nicely proportioned with good selection of optional fillings for free and a couple of others you can pay extra for, all very reasonably priced, especially by San Francisco standards. Spent 10 days travelling round California eating far too many burgers,...More",April 2018,Super Duper Burgers
CMontonCMonton,50.0,Where else can you get both a donut and a cheeseburger for breakfast?  Definitely the best burger in SF.  Props for being open for breakfast.,April 2018,Super Duper Burgers
katedM9317CK,40.0,"Im usually hard to impress when it comes to hamburgers.. im not a huge fan of burgers. But when a good burger comes along i take the time to appreciate it. 

I ordered the mini (one patty) and perhaps it was a mistake as the...More",April 2018,Super Duper Burgers
LightFighter,30.0,A friend recently raved about the restaurant so my wife and I stopped in for a quick bite on a recent stroll through the city.  On the positive side - the burger was decent though nothing special - and the service was friendly and helpful....More,February 2018,Super Duper Burgers
BanzaiClepton,30.0,Wish we had the burgers as they looked great but it was early and we wanted breakfast. We got the egg sandwiches - one with bacon and one with sausage and they were good if not great. good prices.,March 2018,Super Duper Burgers
LloydDob89,50.0,This joint knows how to cook up a juicy burger. The Double with cheese and bacon was really Awesome. The staff was very nice and handed us free donuts they serve at breakfast. They were tasty.,April 2018,Super Duper Burgers
prisciladp,50.0,"Delicious burges, fries, home-made pickles and organic soft serve ice-cream! Totally worth it!! Would definitely go back!!",April 2018,Super Duper Burgers
martins42panic,50.0,"Came during lunch rush. The queue moved fast, cashier was friendly, food was done quickly, and everything was great.",April 2018,Super Duper Burgers
Davewise,50.0,All the food here was really tasty! I had a burger with the garlic fries which I highly recommend if you like cheese fries (but not gooey cheese). They're weren't too over the top with the garlic (and my stomach is sensitive to that sometimes)....More,May 2017,Super Duper Burgers
piotrh1982,50.0,Very tasty burgers. Big choice of different kinds. I recommend the classical bacon with cheese :) Service helpful and nice,December 2017,Super Duper Burgers
Josephivimey,40.0,One of the juiciest burgers I have had in a while. Flavorful with decent fries. Busy place but good for a quick meal,March 2018,Super Duper Burgers
df86,30.0,"I was impressed by my positive customer service experience at Super Duper Burgers, from both of the servers I interacted with. The burgers were good as well. 

Less good was the volume of the restaurant. Annoying loud music was playing which reminded me of the...More",March 2018,Super Duper Burgers
Wiebe v,40.0,"This joint serves really juicy and excellent burgers, seating can be something of a hassle since the place is so popular but very much worth it.",December 2017,Super Duper Burgers
francescaitaly2018,40.0,"Super tasty burger, very nicely cooked meat. Not super massive. Nice fries. The staff was very nice and the service great.",February 2018,Super Duper Burgers
Celia R,40.0,"Not the best burger I've ever had BUT really very good. And the garlic fries were terrific if you love garlic, which I do. TBH, I'm more of a Five Guys fan but Super Duper was a sturdy sub.",March 2018,Super Duper Burgers
Alison B,40.0,"We ate here for lunch one day during our visit as I had read that these were the best burgers in San Francisco. I do not have any other San Francisco burgers to compare it too, but I thought the flavor of the burger was...More",March 2018,Super Duper Burgers
Ken R,40.0,"I turned up reasonably early for lunch, but there was a reasonable wait to order, but the staff were very friendly and helpful.  Not wanting too much to eat, I went the single patty, but this was a mistake, is the burgers aren’t particularly big...More",March 2018,Super Duper Burgers
FrequentBTraveller,40.0,"I decided to visit “super duper burgers” after reading the TripAdvisor’s reviews. Definitely I didn’t regret it. The burger  was juicy, great taste, very well cooked. I also had a chicken salad which was also very good. Although I visited it late at night-they were...More",February 2018,Super Duper Burgers
Darcy B,40.0,Can't beat this place for a quick bite.  The burgers are delicious and the fries were piping hot.  Went here lunch 2 different times.  Super Yummy!,March 2018,Super Duper Burgers
