user_name,rating,review,date,restaurant
Sandy B,50.0,"So few choices compared to the other drive throughs, but they have what is really satisfying. The double meat, animal style is my idea of chain perfection. Two patties grilled with a brush of mustard on a fresh bun - not too much bun to...More",April 2017,In-N-Out Burger
Roberto L,50.0,"In & Out is In & Out.   Delicious as always.  No matter which In & Out you go too, they are always good and greasy and yummy",July 2016,In-N-Out Burger
bearc2014,40.0,"Got a three by one and loved it, haven't had one for about six months; about four too long. I went inside as the drive through has eight cars in line, I was first to order at the counter.

Bear",April 2017,In-N-Out Burger
Mike N,50.0,"No doubt about it this is the place for Great Burgers and Fries.  Everything is fresh, not frozen.  One stop and you will be hooked.  In many cases it is rated as the best burger,
fast food or not, in California.",March 2017,In-N-Out Burger
235nunya,30.0,The name says it all. Friendly staff. Decent fries. Burger was small. It was good overall. Don't expect much from it and you'll be good. I'd eat there again if I had to. Prices aren't bad for SD.,February 2017,In-N-Out Burger
Virginia R,30.0,This is not a restaurant in Chicago so we had to try to see what all the hype was about.  The burgers were decent and the staff was friendly but the fries were the worst we ever had.  They taste like cardboard and no matter...More,December 2016,In-N-Out Burger
Jorge M,50.0,"I love their burgers. They have so many people, that everything is super fresh and they have so many items in their menu, that most of the people do not know them. It's worth to check them on line.
For example I ordered the Flying...More",January 2017,In-N-Out Burger
JPinTO99,20.0,"First time out of state visitor seeing what all the fuss was about. Zagat rated.!? Lets go.

Initial impression: 1/5 
Arrived at end of lunch.  Mayhem inside and outside.  Wow, crazy.  

Pricing: 5/5
Whoa.. I know why the crowds are here.  Cheap food.

Service: 4/5...More",November 2016,In-N-Out Burger
Maui2014NMR,30.0,"Since we do not live in California, we had never visited an In-N-Out Burger before and wanted to know what all of the hype was about.  Although the food was good, we didn't feel there was anything special about it.  The burgers reminded us of...More",November 2016,In-N-Out Burger
jackandsuz,50.0,"I NEVER eat red meat but because of the In N Out Burger reputation, I had a hamburger and it was amazing.  I had not eaten a hamburger in over 20 years but went with the crowd and was not sorry.",January 2016,In-N-Out Burger
awoodlyn,50.0,"The fries are pretty good too, be prepare to wait in line this place including the drive through is always mobbed.",September 2016,In-N-Out Burger
Robin C,30.0,"I have been traveling to California for 12 years on business and heard about IOB often, just never had time to check it out.

Finally, today was the day.  

The burgers are fresh, with lots of vegi's - but the actual meat patty is very...More",August 2016,In-N-Out Burger
baltoro,50.0,I love In-n- Out. Everything is made to order. The service is great. The burgers are the best around in my opinion.,July 2016,In-N-Out Burger
gebersk,50.0,"When you order 4 fries from a fry loving family and you can't finish them all, it says something.  Fresh food and great service and fast.  I love the taste of the burgers and the fries are fantastic.",July 2016,In-N-Out Burger
Sandy B,50.0,"The hamburgers are consistently delicious. My favorite is the double meat, animal style ( meaning with grilled onions and grilled with mustard). It comes with a 1000 island like sauce and the whole thing is burger perfection.  I've tried it protein style, meaning without the...More",July 2016,In-N-Out Burger
thejamescast,40.0,"Every time I am in California I make a point of hitting up an In-N-Out Burger, they open at 10:30am! 

It is easy to say this is just a fast food joint and drive on but it is more than that it is a testament...More",July 2016,In-N-Out Burger
carlosmdelc,40.0,"It's a good place to visit at evening (because there are no others places to go after 9.00 pm). Would be grate to have more options but for fast food it is good so far. Lorraine is the best hostess ever!!! she's really kind, beautiful...More",June 2016,In-N-Out Burger
ColbyHannah,50.0,First time at In N Out and I wish they had them at home. Good burgers and fries in a box. We loved it.,February 2016,In-N-Out Burger
tendai2016,50.0,"My daughters fav take away joint. I am being. Slowly converted. 
Love the burger, love the fries.  
Love the price",February 2016,In-N-Out Burger
davechardon,40.0,"Had two protein cheeseburgers-no bun but wrapped in a lettuce leaf, and one regular on a bun. Interesting serving idea if you are counting carbs or on a diet or just don't want a bun. All made to order and served quickly. Really tasty option.",April 2016,In-N-Out Burger
235AndrewR,40.0,"on a visit to California from the UK had to try the In-N-out experience, coming from a country where there are only really McDonalds and Burger king, this was a very interesting experience

Simple menu but cooked to order, wasn't brave enough to try the...More",April 2016,In-N-Out Burger
Angie H,10.0,"They had only 3 options for burgers and 1 for fries.  Very basic menu and reminded me of a Burger King burger.  The shakes taste like McDonalds shakes.  Not sure what the hype is about, the food was terrible!",April 2016,In-N-Out Burger
Vicki D,50.0,Families traveling are always looking to save a little money on a meal or two and this is it!  Very simple menu and great food. You can't go wrong stopping in for a quick lunch or dinner after a long day at the beach. Enjoy!,April 2016,In-N-Out Burger
foodiedavid2016,50.0,"The burgers and In-N-Out are very, very good, and also very cheap - in my experience, the best value-for-money burger in the world.",May 2015,In-N-Out Burger
AlbertoMay,50.0,For $3.70 you can get the best hamburger of your life.  The speciality Double Double with extra grilled onions.   Animal style fries is a must !,March 2016,In-N-Out Burger
MeLissa B,50.0,"While we were visiting San Diego, my son wanted to try In-N-Out, so we got a Lyft driver to take us to the one closest to our hotel. We went at 2:00-ish on a Sunday afternoon, thinking we would avoid the rush. We were WRONG!...More",March 2016,In-N-Out Burger
Guilherme G,50.0,"I was addicted to this burger place. Besides, they have a special sauce that suits well with their fries.",July 2015,In-N-Out Burger
Chris L,40.0,Stopped in here whilst visiting San Diego as heard about them. The line to get served both drive and walk in was huge but I was served reasonably quickly and the burger came out fast. Overall the burger was good and the shake was excellent.,February 2016,In-N-Out Burger
katrinad331,10.0,The bathroom and the dining room at this location are disgusting! I understand that this a popular place but they need to do better!,March 2015,In-N-Out Burger
kat_from_calgary,40.0,These burgers are the best. But what a gong show. Whatever you do don't go inside. Use the drive thru. They really need a better system for the amount of people and orders they're processing. Their is no where to stand and you can't get...More,December 2015,In-N-Out Burger
Joseph R,40.0,"Stopped here after the Chargers/Steelers game to literally get the bad taste of the loss out of our mouths...they were a bit off their game that night.  I ordered my burger without onions and it seemed like they put extra onions on it...
  Also our...More",October 2015,In-N-Out Burger
Carol B,50.0,"We knew, when coming to California, that we'd want to eat at In-N-Out at least once during our five day stay.  We did it twice :)   Who doesn't love In-N-Out?  The burgers are fresh, delicious and well-priced, and the staffers are friendly and patient even...More",September 2015,In-N-Out Burger
missmandykan,40.0,I would eat here everyday if it wasn't so busy. I love that everything is so fresh and the people are always so nice,April 2015,In-N-Out Burger
trsos,30.0,"For anyone who's been to the Midwest, In-N-Out is very comparable to Steak & Shake. A small menu lets them specialize in burgers. While the burger and shake were great the fries left a lot to be desired. Freshly cut then thrown directly into the...More",September 2015,In-N-Out Burger
lyriccat,50.0,"You can't go wrong with this entire chain.  The food is always freshly made as you order and is consistently delicious!  I am a double double fan with raw onions, but family members also love grilled onions and animal style burgers.  The fries are fresh...More",August 2015,In-N-Out Burger
nadojeff,50.0,This is such a simple concept; keep the menu small; offer consistently fresh product good customer service and a fair price.  In-N-Out has been meeting and exceeding these concepts for decades and that is why the company has a cult-following nationwide.  This is one of...More,August 2015,In-N-Out Burger
FadyFouad,30.0,"It's a good place to have a fast dinner.
burger was tasty and good size, but for dinner, you have to eat 2 sandwiches. 
it was a good experience, i will go again.",August 2015,In-N-Out Burger
Aviade,40.0,"The great thing about the burgers is that they are made simply, with good ingredients and no fancy permutations.  The place just delivers with absolute consistency, and best of all the meal does not repeat on you!",August 2015,In-N-Out Burger
Julie H,40.0,"The first place we stopped after we flew in to San Diego. We were not disappointed.
Delicious burgers and big selection of toppings for the burgers,fries were very good too.",July 2015,In-N-Out Burger
SoCalRoadMan,50.0,"very few menu options, but the options they do have are done very well.  if you crave variety do a search on the hidden menu options and change things up a little.  fresh ingredients, cooked to order, its a really good burger place",July 2015,In-N-Out Burger
PlanetSunseeker,10.0,"INO Burger is simply the worse crap I have ever tasted. NO - it is not better than McDonald's (no, I do not own a McD's). INO Burger lacks flavour. They put so much secret thousand island spread on the thing that it tastes like...More",July 2015,In-N-Out Burger
Seth H,40.0,"Best fast food place I've been to.  We don't have these where I live, but I wish we did.  Very simple ordering and very quick service.",June 2015,In-N-Out Burger
grassykeydan,40.0,Yum great price for California. Very tasty every thing fresh and hot. Busy place but worth the wait can't  wait to go back!,July 2015,In-N-Out Burger
Jessica S,40.0,Always have to get it animal style!! One of my favorite fast food places for sure! Tastes fresher than most,May 2015,In-N-Out Burger
Norberto T,50.0,"After flying across the country, we arrive at San Diego, 3AM, Eastern Time, Luckily, that meant it had just dipped into midnight and there was an In N Out still open and fresh for the feasting. I went there with a group, surprised to find...More",February 2015,In-N-Out Burger
cstruyk,50.0,"On a trip to California, one must visit one of the chains stores (many state-wide), as it is a burger like no other. I recommend ordering off the secret menu, or adding extra patties. Just make sure that if you do so, it's not to...More",July 2015,In-N-Out Burger
vacationcindy2222,50.0,We have an In and Out in Palmdale. And we love it. The San Diego  In and Out was just as good. Great service and great food.,June 2015,In-N-Out Burger
happyd829,40.0,"This is THE Best Fast Food burger around. I love the Cheeseburger Animal Style (grill onions, extra sauce)! Top it off with a Chocolate shake and you have had a perfect meal!",June 2015,In-N-Out Burger
2lilboys2love,50.0,"Nothing but the basic burgers and fries here, but they do them so well, that's all they need.  The drive thru line moves very quickly. The staff is amazing.  The food is worth the wait!",June 2015,In-N-Out Burger
dezal,50.0,This was a great burger and fries. The service  was really good and the staff were wonderful.  Burger and fries were on point and the price was too.,May 2015,In-N-Out Burger
Martin B,50.0,"Great burger, cool staff - a real treat when heading West!  

Taxi driver thought I was nuts paying for a ride to and from...but hey - Its In and Out Burger - gotta do it!!!",February 2015,In-N-Out Burger
FrequentTraveler1225,50.0,"Wonderfully clean, efficient and tasty food.  I had the Double-Double with fries and a shake.  I found out they have a hidden menu as well which includes things like fried onions for the burgers or cheese on the fries.   The burger was the best of...More",May 2015,In-N-Out Burger
WEOOZE,50.0,All of the ingredients are apparently fresh.  You can even watch the fries get cut.  I have never seen a fast-food restaurant where the entire kitchen area can be seen by the public.  Food is the best. Order the double double meal... You decide on...More,May 2015,In-N-Out Burger
Bterror11,40.0,"Had to try In and Out Burgers with all the celebrity hype that goes with it.  Really impressed with the cleanliness of the restaurant and it's employees.  Typical fast food drive -thru system that was speedier than most.  The burgers were good...not outstanding, similar to...More",April 2015,In-N-Out Burger
BBreslin,50.0,After hearing about it when ever you see actors in CA we had to try it while visiting San Diego.  The burgers were pretty good and the fries were very good.  The boys had shakes and said they were good too!!,February 2015,In-N-Out Burger
MRRosa,50.0,"Having a burger at In-and-out in San Diego proved to be a fabulous experience. I had been told they have a special sauce but it goes beyond special. The fries are absolutely crispy, mainly if ordered well done. The first time I ate there I...More",January 2015,In-N-Out Burger
Michael S,50.0,"They do few things. They do them all very well. They pay their people a bit more than elsewhere, and they get highly motivated and friendly staff. If you know the ""off menu"" order items, you can extend the menu yourself. Double Double, animal style...More",March 2015,In-N-Out Burger
hmariecj,30.0,"I went here due to the fact that EVERY person I know that's been to California said to try it. I tried the fries and the double double (recommended since the patty is so small). The burger was good, not the best I've ever had,...More",March 2015,In-N-Out Burger
stevehJ7716KG,50.0,If you have not visited an area that has In N Out you have to go. That was one of the first things we had to do when getting to San Diego. Nothing else compares.,February 2015,In-N-Out Burger
Aikenfans,40.0,"Their hamburgers were surprisingly good - fresh, flavorful, not greasy.  The unsalted French fries were better than McDonalds.  The staff was very friendly and helpful.  You don't go there for the atmosphere.  It is very inexpensive.  If one has to have a fast-food hamburger, this...More",February 2015,In-N-Out Burger
Christine F,50.0,"My very first time trying IN-N-OUT was at this location in San Diego. I see why there's so much hype surrounding this niche Cali chain. I'm more than impressed. I'm in love, with their burgers, beef patties are fresh, light, not greasy, satisfying to my...More",December 2014,In-N-Out Burger
travels-0-lot,50.0,"I only get here annually on my trip West.  This is a smaller location than some with less outdoor seating, but you can not really complain about the food or service.  Those that don't ""get-it"" about In-N-Out, never would anyway!  #1 please, hold the sauce!",January 2015,In-N-Out Burger
mybeach101f,40.0,In and out is great. This location is easy to find and just off the freeway. The service is quick and friendly.,December 2014,In-N-Out Burger
Cindy J,40.0,really good food at really good prices .The menu is very small but it is all  you need and you can feed a family of four for under $20 dollars and still have change.Really loved the fries and great milkshakes burgers are yum,December 2014,In-N-Out Burger
AMB555,50.0,"Our first visit to an In-N-Out Burger Restaurant and we loved it.  The person that took our order was extremely friendly, a definite asset to the business.  The kitchen was very open to the customer, you could see the entire process.  Our burgers were excellent,...More",November 2014,In-N-Out Burger
Kelly K,50.0,This was the best burger for an awesome price.  I heard about the place many times and was happy that I finally got a chance to try it.  This not your typical fast food burger.,October 2014,In-N-Out Burger
JaneFeGs,50.0,I dream about it so much that's why when I visit usa again I really eat a lot of times. The secret is they are cooking everything when you order. If you are a tourist in usa don't forget to eat in here you will...More,October 2014,In-N-Out Burger
fırat d,50.0,"in-n-out is unurguably the best affordable burger house of West Coast (and probably in US).
Staff is dedicated, fast and customer-driven
Burgers are various and considerably cheap
You should try double-meat burger which is my fav.",October 2014,In-N-Out Burger
SwingerJ,50.0,"Yes indeed, great cheeseburgers for only $2.35. They're smaller, so I always order two, with grilled onions.  :D",August 2014,In-N-Out Burger
EMT40SW,50.0,Good food & great service its like a throw back to a 50s burger joint. 7up on tap! Parking was tight. Restrooms & lobby was clean. Seating is limited.,September 2014,In-N-Out Burger
Carmen S,30.0,"Personally, I don't understand the hype of in & out.  Yes the fries are fresh, but the meat is cooked to oblivion and I don't like the sauce and onions.  Not a lot of meat for the price either.",July 2014,In-N-Out Burger
Byron M,50.0,No trip to SoCal is complete without a stop at In-N-Out. You can't go wrong with a double double animal style with fries and a drink.,August 2014,In-N-Out Burger
WEOOZE,50.0,"In n Out is a California must and can be found all over the state. Everything is made fresh, and is rated one of the best hamburgers in the nation by consumer reports. Nice simple menu and great food. You need to included lunch here...More",June 2014,In-N-Out Burger
meno1313,40.0,"For a fast, delicious burger, this is the place. We always get them with grilled onions and I get mine 'protein style' with a lettuce wrap instead of a bun. The fries 'well done' are the absolute best!!!",July 2014,In-N-Out Burger
Kilgoan,30.0,"Service was quick, and efficient, the food was inexpensive and was the best fast food burger I have ever had, that said it's still just a burger and fries, all be it a very good burger and fries but not worth a pilgrimage to experience.",July 2014,In-N-Out Burger
Axe Z,50.0,"In & Out is a must try place. I love their burger and fries.

The address says Carmel Mountain Road but there is a closer branch which located net to Missian Valley Mall on the Innerstate 8 East (either take Qualcomm exit and make a...More",June 2014,In-N-Out Burger
OhSnaps87,50.0,"I have never ate here until a couple of weeks ago while we were visiting San Diego. We were told that we would be fools if we came all this way, (we are from NE) and didn't have an In and Out Burger with Animal...More",June 2014,In-N-Out Burger
MOBeachDoc,50.0,There is no other fast food burger that compares to the Double-Double. It is by far the freshest most flavorful burger I've ever tasted. The fries leave something to be desired - they are too thin. If you are looking for a burger place with...More,May 2014,In-N-Out Burger
TravelWithKT,40.0,"Last time I was in San Diego, my friends and I went to In-N-Out Burger so much it was ridiculous. (specially when we found out about their secret menu) If you haven't already, try the animal fries!",June 2013,In-N-Out Burger
Highland23,30.0,"What is it with people who just go crazy about In-n-Out?  I've eaten at many In-N-Out's is several states and they are consistent, I'll give them that. The burger is fine, not great.  It is quite salty to me.  The fries are fine, but so...More",April 2014,In-N-Out Burger
MinnesotaRandy,30.0,"The prices are excellent, and the burger fresh.  I personally prefer 5 guys over In/Out although 5 Guys is more expensive.  The wait at In/Out was very long.  The topping selection was good, but felt the toppings and burger itself is better at 5 Guys.",April 2014,In-N-Out Burger
WalkWalkTalk,30.0,"The burger was alright, but not as great as everyone said it was. The fries, on the other hand, was definitely worth the drive & better than Mickey D's.",September 2013,In-N-Out Burger
MountainMan1957,50.0,"My friend said that if I was in California, I had to experience an In-N-Out burger.  I was not disappointed.  Good fries, hamburger and shake.",January 2014,In-N-Out Burger
Tuurtje75,30.0,Just ate a hamburger menu as quick bite.  Well prepared hamburger with freshly made fries. You just can see how  the fresh potatoes are prepared and end as French fries .,October 2013,In-N-Out Burger
Mike_of_San_Diego,50.0,This is a place I will definitely recommend to friends. Great value and caring staff who will be helpful. I really appreciate that a lot.,August 2013,In-N-Out Burger
doug100worth,50.0,"Clean, well staffed, great hamburger. The only fast food I will eat.....except for Burger King's fried chicken sandwich",August 2013,In-N-Out Burger
Posadadelabuelito,50.0,"My mouth waters with the thought of my meal at In-N-Out. Such an unique fast food joint, that makes fresh burgers and fries. With a mind blowing secret menu, opening up the options of great combos! You need to go here atleast once in your...More",August 2013,In-N-Out Burger
ukandyz,50.0,"As a Brit visiting California, I left obsessed with this place. It just tastes so much better then so many restaurant burgers I've had! Great bun, patty and sauce and the fries dipped in a chocolate shake is delicious! I like how you can see...More",June 2013,In-N-Out Burger
Joseph858,50.0,"I try to keep my fast food consumption to a minimum, but when I absolutely need a fast food burger I head to In-N-Out.  I recommend the single cheeseburger, animal style, with jalapeno peppers.  This is one tasty burger, my friends!  Another thing is that...More",June 2013,In-N-Out Burger
SDTraveller420,50.0,In-N-Out has the best burgers in San Diego.  I also really like their fries.  The staff is friendly and efficient.,May 2013,In-N-Out Burger
Anthony A,50.0,"you want burgers in SoCal, at the beach, on 101 listening to KRTH. This is it, look no further! Eat here and you'll blend in with the local's",May 2013,In-N-Out Burger
lf644,50.0,"After living out of state for awhile I always know when I see that sign ...I am home. This is the first place I wanna eat before and after a long trip away. Order your fries ""Animal style""..Fries with ""special sauce"", grilled onions and cheese....More",April 2013,In-N-Out Burger
Terisa W,50.0,"In N Out is the original Cali must have hamburger and if you are going to have a burger in Cali, you must be able to say you've had an In N Out.",May 2013,In-N-Out Burger
clwslark,30.0,We stopped at In-n-Out after hearing from west coasters how wonderful the burgers are.  And it is a good burger.  Tasted just fine.  But I didn't find them to be anything special.  The fries were good and crispy and I liked that the toppings were...More,May 2013,In-N-Out Burger
619Joey,50.0,They have the best burger in America.  The service is quick and efficient.  The menu is super simple.  The shakes are really good.  Burger while not big taste really good.,May 2013,In-N-Out Burger
bobfindlay,30.0,"I was more impressed by the secret menu than the quality of the food.  All-in-all its find but, its just fast food.",February 2013,In-N-Out Burger
pamfnp,50.0,"Kids love the burgers, and the animal fries are an intense treat!  Old time feel to this place. It is a good burger.",April 2013,In-N-Out Burger
Patty H,50.0,"The # 3 is what I get and it's always superb, 'specially with fries well-done. In-and-Out only offers a few things, but what do, they do well.  And that's the secret of a successful eatery.",April 2013,In-N-Out Burger
Cervantez,50.0,"These are an institution on the west coast!  I think they're only in CA, AZ, NV and NM.  There is absolutely no excuse for not eating here at least once.  There is no better value for a burger place than this.  The food is cheap...More",December 2012,In-N-Out Burger
DENNIS H,50.0,"Very popular place good food. I ended up buying a hat & lisence plate frames online after I got home, but I'm from Illinois. 8-)",October 2012,In-N-Out Burger
Richard J,30.0,"The burgers are small and not impressive in any way.  But, the line is always there. I guess people will go anywhere if they think that they getting a really good deal. But, their burgers offer nothing special and I would rather go to Jack...More",October 2012,In-N-Out Burger
Sandy B,50.0,This is our favorite burger place by far.  We order a double hamburger animal style - grilled with mustard and grilled onions.  It is yummmmmy.The service is quick and your order is always correct and hot.,April 2013,In-N-Out Burger
Ebattle,30.0,It's one small step up from mcdonalds... I don't get the appeal at all. It was a totally lame burger with the crappiest fries I have ever had...,March 2013,In-N-Out Burger
Grayfox15,40.0,"I don't eat red meat anymore, but when I did, this place was delish!  I only wish they would come out with turkey burgers now.  Try their vanilla shake and homemade fries. YUM!",October 2012,In-N-Out Burger
daleh,50.0,"We have gone to IN-N-Out for years, always get the Double-Double with grilled onions. Their restaurants are always clean, well maintained, the help is helpful and good to us.",February 2013,In-N-Out Burger
342KarenA,20.0,"But you can get excellent non-fast-food burgers elsewhere: Burger Lounge is semi fast food, but quite good, Sessions Public has an amazing burger.",September 2012,In-N-Out Burger
Suico,50.0,"Everyone has heard of In and Out Burger and it has a huge fan base.  There are several great hamburger places in San Diego but the reason In and Out Burger is so popular is the quality, the taste and the value.  While most double...More",February 2013,In-N-Out Burger
agarcia_19,50.0,"Great meal for the price. We are never disappointed when we eat at any of their locations.  Sometimes you have to wait a while, but definitely worth the wait.",January 2013,In-N-Out Burger
califf22,50.0,No argument - this is by far the best fast food burger out there.  Tastes so fresh every time - never disappointing.,March 2012,In-N-Out Burger
Lexi B,50.0,"The In N Out staff are always polite and quick with orders. The even let you see into their kitchen because they have nothing to hide! The food is always delicious. Remember to ask for their secret menu. I recommend ordering their ""Animal Style Fries""",February 2013,In-N-Out Burger
GlobalPassion,50.0,"You can't explain In-n-Out to someone not from California.  It is the definition of California.  Casual, down to earth goodness, and cheap too!  A whole family can eat out here and not break the bank.

Everything is natural and simple. Don't be put off by...More",February 2013,In-N-Out Burger
7bogey7,30.0,"We went to the one in Lemon Grove and found it to be just like all the others - clean, good service and decent food.  I don't understand why so many people thing IN-N-OUT is so great.  They are never ""bad"", but the hamburgers are...More",December 2012,In-N-Out Burger
Michelle F,40.0,"They keep it simple! The menu consist's of three types of burgers. Hamburger, cheese burger and a double double. You can spruce it up a bit, but that's it. There's no confusion of which one should I get! and They are always busy because people...More",January 2013,In-N-Out Burger
iamstoked22,50.0,"Having grown up in the SGV of So Cal, In N Out was a regular part of our routine. Now that we live on the east coast one of the first things we do when we return to California is find an In N Out....More",February 2013,In-N-Out Burger
SharonD77,50.0,"You just can't beat the price and the taste of the in and out burgers, fries and shakes. Always a highlight of any trip. Simple, but ooohhhh soooo yummy.",January 2013,In-N-Out Burger
SanDiegoWayne,50.0,"The best fast burger in the World!  What a great deal for $6.00 to get the whole double double combo burger.  Quick service, great staff and many locations to choose from",December 2012,In-N-Out Burger
Kathy W,50.0,"Truly some of the best burgers & fries in San Diego.  They have a very limited menu, which means they can concentrate on making the best food possible.  Everything is extremely fresh.  Their burgers rival most burgers at the fancier restaurants. (Their chefs should take...More",January 2013,In-N-Out Burger
debbie b,50.0,"No surprise here as In n Out is alwasy the first stop we make when we fly into san Diego. Awesome burgers with top of the line thick, real, milk shakes. Team members make you proud to be in an American Legend!",May 2012,In-N-Out Burger
skiguysd101,50.0,"Must get the 'animal style' cheese burger.  It is not on the menu, but all the staff know how to prepare it.  takes if from standard burger to in N out style",January 2013,In-N-Out Burger
Amanda K,20.0,"I've never waited less than 20 minutes for a meal at In-N-Out.  Seriously, all they make is burgers and fries, don't you think they could get a better process going to get the food out faster??  Plus, the fries are always under-cooked.  I really want...More",October 2012,In-N-Out Burger
RandyBrown,50.0,"Double Doubles are great, grilled onions, yum.  Fries are so so, but shakes are great.  Traffic at lunch time can be bad, try to hit off hours.",December 2012,In-N-Out Burger
Kathy B,30.0,I am impressed by the freshness of the ingredients. The lettuce has crunch. At so many fast food places the hamburger looks like it was run over - they all taste the same. In-N-Out is a cut about.,January 2012,In-N-Out Burger
Boruc,50.0,"This restaurant is the best fast-food burger I have eaten. Its french fries are freshly cut and fried. Its cheseburger is fantastic with full of flavor, a must go for fast food.",January 2012,In-N-Out Burger
